name,age,"      Narrated 'Umar bin Al-Khattab:                          I heard Allah's Apostle saying, ""The reward of deeds depends upon the      intentions and every person will get the reward according to what he      has intended. So whoever emigrated for worldly benefits or for a woman     to marry, his emigration was for what he emigrated for."""
Sarah,30," Narrated Abu Huraira:                     The Prophet said, ""I have made Medina a sanctuary between its two (Harrat) mountains."" The Prophet went to the tribe of Bani Haritha and said (to them), ""I see that you have gone out of the sanctuary,"" but looking around, he added, ""No, you are inside the sanctuary."""
Sarah,30," Narrated `Ali:                     We have nothing except the Book of Allah and this written paper from the Prophet (wherein is written:) Medina is a sanctuary from the 'Air Mountain to such and such a place, and whoever innovates in it an heresy or commits a sin, or gives shelter to such an innovator in it will incur the curse of Allah, the angels, and all the people, none of his compulsory or optional good deeds of worship will be accepted. And the asylum (of protection) granted by any Muslim is to be secured (respected) by all the other Muslims; and whoever betrays a Muslim in this respect incurs the curse of Allah, the angels, and all the people, and none of his compulsory or optional good deeds of worship will be accepted, and whoever (freed slave) befriends (take as masters) other than his manumitters without their permission incurs the curse of Allah, the angels, and all the people, and none of his compulsory or optional good deeds of worship will be accepted."
Sarah,30," Narrated Abu Huraira:                     Allah's Apostle said, ""I was ordered to migrate to a town which will swallow (conquer) other towns and is called Yathrib and that is Medina, and it turns out (bad) persons as a furnace removes the impurities of iron."
Sarah,30," Narrated Abu Humaid:                     We came with the Prophet from Tabuk, and when we reached near Medina, the Prophet said, ""This is Tabah."""
Sarah,30," Narrated Abu Huraira:                     If I saw deers grazing in Medina, I would not chase them, for Allah's Apostle said, ""(Medina) is a sanctuary between its two mountains."""
Sarah,30," Narrated Abu Huraira:                     I heard Allah's Apostle saying, ""The people will leave Medina in spite of the best state it will have, and none except the wild birds and the beasts of prey will live in it, and the last persons who will die will be two shepherds from the tribe of Muzaina, who will be driving their sheep towards Medina, but will find nobody in it, and when they reach the valley of Thaniyat-al-Wada`, they will fall down on their faces dead."""
Sarah,30," Narrated Abu Zuhair:                     I heard Allah's Apostle saying, ""Yemen will be conquered and some people will migrate (from Medina) and will urge their families, and those who will obey them to migrate (to Yemen) although Medina will be better for them; if they but knew. Sham will also be conquered and some people will migrate (from Medina) and will urge their families and those who will obey them, to migrate (to Sham) although Medina will be better for them; if they but knew. 'Iraq will be conquered and some people will migrate (from Medina) and will urge their families and those who will obey them to migrate (to 'Iraq) although Medina will be better for them; if they but knew."""
Sarah,30," Narrated Abu Huraira:                     Allah's Apostle said, ""Verily, Belief returns and goes back to Medina as a snake returns and goes back to its hole (when in danger)."
Sarah,30," Narrated Sa`d:                     I heard the Prophet saying, ""None plots against the people of Medina but that he will be dissolved (destroyed) like the salt is dissolved in water."""
Sarah,30," Narrated Usama:                     Once the Prophet stood at the top of a (looked out from upon one) castle amongst the castles (or the high buildings) of Medina and said, ""Do you see what I see? (No doubt) I see the spots where afflictions will take place among your houses (and these afflictions will be) as numerous as the spots where raindrops fall."""
Sarah,30," Narrated Abu Bakra:                     The Prophet said, ""The terror caused by Al-Masih Ad-Dajjal will not enter Medina and at that time Medina will have seven gates and there will be two angels at each gate guarding them."""
Sarah,30," Narrated Abu Huraira:                     Allah's Apostle said, ""There are angels guarding the entrances (or roads) of Medina, neither plague nor Ad-Dajjal will be able to enter it."""
Sarah,30," Narrated Anas bin Malik:                     The Prophet said, ""There will be no town which Ad-Dajjal will not enter except Mecca and Medina, and there will be no entrance (road) (of both Mecca and Medina) but the angels will be standing in rows guarding it against him, and then Medina will shake with its inhabitants thrice (i.e. three earthquakes will take place) and Allah will expel all the non-believers and the hypocrites from it."""
Sarah,30," Narrated Abu Sa`id Al-Khudri:                     Allah's Apostle told us a long narrative about Ad-Dajjal, and among the many things he mentioned, was his saying, ""Ad-Dajjal will come and it will be forbidden for him to pass through the entrances of Medina. He will land in some of the salty barren areas (outside) Medina; on that day the best man or one of the best men will come up to him and say, 'I testify that you are the same Dajjal whose description was given to us by Allah's Apostle .' Ad-Dajjal will say to the people, 'If I kill this man and bring him back to life again, will you doubt my claim?' They will say, 'No.' Then Ad-Dajjal will kill that man and bring him back to life. That man will say, 'Now I know your reality better than before.' Ad-Dajjal will say, 'I want to kill him but I cannot.' """
Sarah,30," Narrated Jabir:                     A bedouin came to the Prophet and gave a pledge of allegiance for embracing Islam. The next day he came with fever and said (to the Prophet ), ""Please cancel my pledge (of embracing Islam and of emigrating to Medina)."" The Prophet refused (that request) three times and said, ""Medina is like a furnace, it expels out the impurities (bad persons) and selects the good ones and makes them perfect."""
Sarah,30," Narrated Zaid bin Thabit:                     When the Prophet went out for (the battle of) Uhud, some of his companions (hypocrites) returned (home). A party of the believers remarked that they would kill those (hypocrites) who had returned, but another party said that they would not kill them. So, this Divine Inspiration was revealed: ""Then what is the matter with you that you are divided into two parties concerning the hypocrites."" (4.88) The Prophet said, ""Medina expels the bad persons from it, as fire expels the impurities of iron."""
Sarah,30," Narrated Anas:                     The Prophet said, ""O Allah! Bestow on Medina twice the blessings You bestowed on Mecca."""
Sarah,30," Narrated Anas:                     Whenever the Prophet returned from a journey and observed the walls of Medina, he would make his Mount go fast, and if he was on an animal (i.e. a horse), he would make it gallop because of his love for Medina."
Sarah,30," Narrated Anas:                     (The people of) Bani Salama intended to shift near the mosque (of the Prophet) but Allah's Apostle disliked to see Medina vacated and said, ""O the people of Bani Salama! Don't you think that you will be rewarded for your footsteps which you take towards the mosque?"" So, they stayed at their old places."
Sarah,30," Narrated Abu Huraira:                     The Prophet said, ""There is a garden from the gardens of Paradise between my house and my pulpit, and my pulpit is on my Lake Fount (Al-Kauthar)."
Sarah,30," Narrated `Aisha:                     When Allah's Apostle reached Medina, Abu Bakr and Bilal became ill. When Abu Bakr's fever got worse, he would recite (this poetic verse): ""Everybody is staying alive with his People, yet Death is nearer to him than His shoe laces."" And Bilal, when his fever deserted him, would recite: ""Would that I could stay overnight in A valley wherein I would be Surrounded by Idhkhir and Jalil (kinds of goodsmelling grass). Would that one day I could Drink the water of the Majanna, and Would that (The two mountains) Shama and Tafil would appear to me!"" The Prophet said, ""O Allah! Curse Shaiba bin Rabi`a and `Utba bin Rabi`a and Umaiya bin Khalaf as they turned us out of our land to the land of epidemics."" Allah's Apostle then said, ""O Allah! Make us love Medina as we love Mecca or even more than that. O Allah! Give blessings in our Sa and our Mudd (measures symbolizing food) and make the climate of Medina suitable for us, and divert its fever towards Aljuhfa."" Aisha added: When we reached Medina, it was the most unhealthy of Allah's lands, and the valley of Bathan (the valley of Medina) used to flow with impure colored water."
Sarah,30," Narrated Zaid bin Aslam from his father:                     `Umar said, O Allah! Grant me martyrdom in Your cause, and let my death be in the city of Your Apostle."""
Sarah,30," Narrated Talha bin 'Ubaidullah:                     A bedouin with unkempt hair came to Allah's Apostle and said, ""O Allah's Apostle! Inform me what Allah has made compulsory for me as regards the prayers."" He replied: ""You have to offer perfectly the five compulsory prayers in a day and night (24 hours), unless you want to pray Nawafil."" The bedouin further asked, ""Inform me what Allah has made compulsory for me as regards fasting."" He replied, ""You have to fast during the whole month of Ramadan, unless you want to fast more as Nawafil."" The bedouin further asked, ""Tell me how much Zakat Allah has enjoined on me."" Thus, Allah's Apostle informed him about all the rules (i.e. fundamentals) of Islam. The bedouin then said, ""By Him Who has honored you, I will neither perform any Nawafil nor will I decrease what Allah has enjoined on me. Allah's Apostle said, ""If he is saying the truth, he will succeed (or he will be granted Paradise)."
